student	Q#	answer	G1	G2	G3
35a4d157-3b87-45aa-ba4c-892b14e6f004	18	mississippi river	-1	-1	-1
35a4d157-3b87-45aa-ba4c-892b14e6f004	19	texas	-1	-1	-1
35a4d157-3b87-45aa-ba4c-892b14e6f004	20	the thirteen original colonies	1	1	1
02417ca3-c996-4fb8-84e9-602439531877	1	bill of righta	1	1	1
02417ca3-c996-4fb8-84e9-602439531877	2	the right to bear arms	0	0	0
02417ca3-c996-4fb8-84e9-602439531877	3	declare independence from great britain	1	1	1
02417ca3-c996-4fb8-84e9-602439531877	4	capitalism	1	1	1
02417ca3-c996-4fb8-84e9-602439531877	5	executive	1	1	1
02417ca3-c996-4fb8-84e9-602439531877	6	legislative branch	1	1	1
02417ca3-c996-4fb8-84e9-602439531877	7	due to having a higher population	1	1	1
02417ca3-c996-4fb8-84e9-602439531877	8	the secretary of state	0	0	0
02417ca3-c996-4fb8-84e9-602439531877	9	veto	-1	-1	-1
02417ca3-c996-4fb8-84e9-602439531877	10	making laws for schools	-1	-1	-1
02417ca3-c996-4fb8-84e9-602439531877	11	vote for the president/vice president and vote for senators	-1	-1	-1
02417ca3-c996-4fb8-84e9-602439531877	12	18	-1	-1	-1
02417ca3-c996-4fb8-84e9-602439531877	13	to break away from the church in great britain	1	1	1
02417ca3-c996-4fb8-84e9-602439531877	14	the colonists wanted independence and freedom	-1	-1	-1
02417ca3-c996-4fb8-84e9-602439531877	15	1776	-1	-1	-1
02417ca3-c996-4fb8-84e9-602439531877	16	war of 1812	-1	-1	-1
02417ca3-c996-4fb8-84e9-602439531877	17	franklin roosevelt	-1	-1	-1
02417ca3-c996-4fb8-84e9-602439531877	18	mississippi river	-1	-1	-1
02417ca3-c996-4fb8-84e9-602439531877	19	texas	-1	-1	-1
02417ca3-c996-4fb8-84e9-602439531877	20	for the original thirteen colonies	1	1	1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	1	the bill of rights	1	1	1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	2	the right to assemble	1	1	1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	3	declared that the colonies were no longer part of the british empire	1	1	1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	4	regulated capitalism	1	1	1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	5	legislative	1	1	1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	6	congress	1	1	1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	7	larger population	1	1	1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	8	the secretary of state	0	0	0
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	9	maintain an army	-1	-1	-1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	10	raise a militia	-1	-1	-1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	11	vote, attend town meetings	-1	-1	-1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	12	18	-1	-1	-1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	13	religious freedom	1	1	1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	14	mostly because of taxing without representation	-1	-1	-1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	15	1776	-1	-1	-1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	16	the war of 1812	-1	-1	-1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	17	franklin delano roosevelt	-1	-1	-1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	18	the mississippi	-1	-1	-1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	19	arizona	-1	-1	-1
b8d8b688-6cd1-41f7-bf03-5a598fec40eb	20	the thirteen original colonies	1	1	1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	1	bill of rights	1	1	1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	2	religion	1	1	1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	3	declared our independence	1	1	1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	4	market economy	1	1	1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	5	state	0	0	0
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	6	the house, the senate and the president	1	1	0
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	7	because they have a bigger population	1	1	1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	8	speak of the house	1	1	1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	9	declare war	-1	-1	-1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	10	laws on marriage	-1	-1	-1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	11	vote and protest	-1	-1	-1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	12	18	-1	-1	-1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	13	persecution of religion	1	1	1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	14	land	-1	-1	-1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	15	1876	-1	-1	-1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	16	1812	-1	-1	-1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	17	truman	-1	-1	-1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	18	mississippi river	-1	-1	-1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	19	texas	-1	-1	-1
bf324c4f-de60-4b58-8210-e1d4a8cf3fc0	20	13 original colonies	1	1	1
99e69324-fc91-4ada-a778-755408e8e202	1	bill of rights	1	1	1
99e69324-fc91-4ada-a778-755408e8e202	2	free speech	1	1	1
99e69324-fc91-4ada-a778-755408e8e202	3	declare independance from britain	1	1	1
99e69324-fc91-4ada-a778-755408e8e202	4	laize faire free market	1	1	1
99e69324-fc91-4ada-a778-755408e8e202	5	judicial	1	1	1
99e69324-fc91-4ada-a778-755408e8e202	6	congress	1	1	1
99e69324-fc91-4ada-a778-755408e8e202	7	larger population	1	1	1
99e69324-fc91-4ada-a778-755408e8e202	8	secretary of state	0	0	0
99e69324-fc91-4ada-a778-755408e8e202	9	don't know	-1	-1	-1
99e69324-fc91-4ada-a778-755408e8e202	10	don't know	-1	-1	-1
99e69324-fc91-4ada-a778-755408e8e202	11	voting and writing congressperson	-1	-1	-1
99e69324-fc91-4ada-a778-755408e8e202	12	19	-1	-1	-1
99e69324-fc91-4ada-a778-755408e8e202	13	freedom from religious persecution	1	1	1
99e69324-fc91-4ada-a778-755408e8e202	14	freedom	-1	-1	-1
99e69324-fc91-4ada-a778-755408e8e202	15	1766	-1	-1	-1
99e69324-fc91-4ada-a778-755408e8e202	16	french indian war	-1	-1	-1
99e69324-fc91-4ada-a778-755408e8e202	17	eisenhower	-1	-1	-1
99e69324-fc91-4ada-a778-755408e8e202	18	mississippi	-1	-1	-1
99e69324-fc91-4ada-a778-755408e8e202	19	texas	-1	-1	-1
99e69324-fc91-4ada-a778-755408e8e202	20	original colonies	1	1	1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	1	the bill of rights	1	1	1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	2	freedom of religion.	1	1	1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	3	declare independence from britan	1	1	1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	4	capitalism	1	1	1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	5	legislative, executive, judicial	1	1	1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	6	the federal government	0	0	0
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	7	because some states have higher populations than others	1	1	1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	8	the speaker of the house	1	1	1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	9	to make laws that all states must obey.	-1	-1	-1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	10	specific laws for their communities	-1	-1	-1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	11	by voting for elected officials or running for office	-1	-1	-1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	12	18	-1	-1	-1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	13	religious freedom	1	1	1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	14	they were being taxed and did not see the benefit of their taxation	-1	-1	-1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	15	1776	-1	-1	-1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	16	the civil war	-1	-1	-1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	17	fdr	-1	-1	-1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	18	the missisipi and the ohio	-1	-1	-1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	19	texas	-1	-1	-1
5470f5bd-4eaa-4fc5-8fdb-1de87bb24225	20	it represents the original 13 colonies	1	1	1
45336b09-e5e1-46dc-a332-96e84617a161	1	bill of rights	1	1	1
45336b09-e5e1-46dc-a332-96e84617a161	2	privacy	0	0	0
45336b09-e5e1-46dc-a332-96e84617a161	3	made america free and independent from the british who controlled america at the time	1	1	1
45336b09-e5e1-46dc-a332-96e84617a161	4	the us marketing system for finances and resources	0	1	0
45336b09-e5e1-46dc-a332-96e84617a161	5	presidential	1	1	1
45336b09-e5e1-46dc-a332-96e84617a161	6	supreme court	0	0	0
45336b09-e5e1-46dc-a332-96e84617a161	7	because they are bigger in population	1	1	1
45336b09-e5e1-46dc-a332-96e84617a161	8	speaker of the house	1	1	1
45336b09-e5e1-46dc-a332-96e84617a161	9	to overrule court cases that are beyond states control	-1	-1	-1
45336b09-e5e1-46dc-a332-96e84617a161	10	to dictate taxes	-1	-1	-1
45336b09-e5e1-46dc-a332-96e84617a161	11	vote and speech	-1	-1	-1
45336b09-e5e1-46dc-a332-96e84617a161	12	18	-1	-1	-1
45336b09-e5e1-46dc-a332-96e84617a161	13	to search for resources and money	1	1	1
45336b09-e5e1-46dc-a332-96e84617a161	14	for terriorry and land and resources	-1	-1	-1
45336b09-e5e1-46dc-a332-96e84617a161	15	1788	-1	-1	-1
45336b09-e5e1-46dc-a332-96e84617a161	16	war of 1812	-1	-1	-1
45336b09-e5e1-46dc-a332-96e84617a161	17	franklin roosevelt	-1	-1	-1
45336b09-e5e1-46dc-a332-96e84617a161	18	red river	-1	-1	-1
45336b09-e5e1-46dc-a332-96e84617a161	19	arizona	-1	-1	-1
45336b09-e5e1-46dc-a332-96e84617a161	20	because of the 13 colonies in the beginning of us history that started america	1	1	1
01bf2fe6-5e20-4d53-b845-9e66c852857d	1	bill of rights	1	1	1
01bf2fe6-5e20-4d53-b845-9e66c852857d	2	free speech	1	1	1
01bf2fe6-5e20-4d53-b845-9e66c852857d	3	declared independence.	1	1	1
01bf2fe6-5e20-4d53-b845-9e66c852857d	4	capitalism	1	1	1
01bf2fe6-5e20-4d53-b845-9e66c852857d	5	judiciary	1	1	1
01bf2fe6-5e20-4d53-b845-9e66c852857d	6	congress	1	1	1
01bf2fe6-5e20-4d53-b845-9e66c852857d	7	representatives are apportioned by popultaion	1	1	1
01bf2fe6-5e20-4d53-b845-9e66c852857d	8	speaker of the house	1	1	1
01bf2fe6-5e20-4d53-b845-9e66c852857d	9	the power to regulate interstate commerce	-1	-1	-1
01bf2fe6-5e20-4d53-b845-9e66c852857d	10	the power to regulate education	-1	-1	-1
01bf2fe6-5e20-4d53-b845-9e66c852857d	11	voting, protesting	-1	-1	-1
01bf2fe6-5e20-4d53-b845-9e66c852857d	12	18	-1	-1	-1
01bf2fe6-5e20-4d53-b845-9e66c852857d	13	escape persecution	1	1	1
01bf2fe6-5e20-4d53-b845-9e66c852857d	14	independence	-1	-1	-1
01bf2fe6-5e20-4d53-b845-9e66c852857d	15	1776	-1	-1	-1
01bf2fe6-5e20-4d53-b845-9e66c852857d	16	1812	-1	-1	-1
01bf2fe6-5e20-4d53-b845-9e66c852857d	17	fdr	-1	-1	-1
01bf2fe6-5e20-4d53-b845-9e66c852857d	18	mississippi, arkansas	-1	-1	-1
01bf2fe6-5e20-4d53-b845-9e66c852857d	19	texas	-1	-1	-1
01bf2fe6-5e20-4d53-b845-9e66c852857d	20	colonies	1	0	1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	1	the bill of rights	1	1	1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	2	free speech	1	1	1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	3	13 of the american colonies were free from british rule.	0	1	0
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	4	gop	1	0	0
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	5	judicial	1	1	1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	6	congress	1	1	1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	7	the size of the population	1	1	1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	8	speaker of the house	1	1	1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	9	declare war	-1	-1	-1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	10	defense	-1	-1	-1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	11	vote and protest	-1	-1	-1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	12	18	-1	-1	-1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	13	people could worship their religion free from persecution.	1	1	1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	14	they wanted freedom from the british	-1	-1	-1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	15	1787	-1	-1	-1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	16	the civil war	-1	-1	-1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	17	franklin d. roosevelt	-1	-1	-1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	18	missouri and mississippi	-1	-1	-1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	19	texas	-1	-1	-1
dfb7e7f9-ef78-4dfa-a3fc-42735376c913	20	13 colonies originally	1	1	1
050bd545-f2de-4cdd-8735-027769b713fe	1	bill of rights	1	1	1
050bd545-f2de-4cdd-8735-027769b713fe	2	freedom of speech	1	1	1
050bd545-f2de-4cdd-8735-027769b713fe	3	declare america's independence from england	1	1	1
050bd545-f2de-4cdd-8735-027769b713fe	4	capitalism	1	1	1
050bd545-f2de-4cdd-8735-027769b713fe	5	judicial	1	1	1
050bd545-f2de-4cdd-8735-027769b713fe	6	congress	1	1	1
050bd545-f2de-4cdd-8735-027769b713fe	7	larger population	1	1	1
050bd545-f2de-4cdd-8735-027769b713fe	8	speaker of the house	1	1	1
050bd545-f2de-4cdd-8735-027769b713fe	9	regulate interstate commerce	-1	-1	-1
050bd545-f2de-4cdd-8735-027769b713fe	10	criminalization of conduct	-1	-1	-1
050bd545-f2de-4cdd-8735-027769b713fe	11	voting, jury service	-1	-1	-1
050bd545-f2de-4cdd-8735-027769b713fe	12	18	-1	-1	-1
050bd545-f2de-4cdd-8735-027769b713fe	13	escape from religious persecution	1	1	1
050bd545-f2de-4cdd-8735-027769b713fe	14	independence (primarily due to lack of representation in parliament)	-1	-1	-1
050bd545-f2de-4cdd-8735-027769b713fe	15	1789	-1	-1	-1
050bd545-f2de-4cdd-8735-027769b713fe	16	war of 1812	-1	-1	-1
050bd545-f2de-4cdd-8735-027769b713fe	17	franklin delano roosevelt	-1	-1	-1
050bd545-f2de-4cdd-8735-027769b713fe	18	mississippi and colorado	-1	-1	-1
050bd545-f2de-4cdd-8735-027769b713fe	19	arizona	-1	-1	-1
050bd545-f2de-4cdd-8735-027769b713fe	20	original 13 colonies	1	1	1
9aa513bf-fa72-4eb7-b369-21421d20480b	1	bill of rights	1	1	1
9aa513bf-fa72-4eb7-b369-21421d20480b	2	freedom of speech	1	1	1
9aa513bf-fa72-4eb7-b369-21421d20480b	3	established united states	0	1	0
9aa513bf-fa72-4eb7-b369-21421d20480b	4	capitalistic	1	1	1
9aa513bf-fa72-4eb7-b369-21421d20480b	5	judiciary	1	1	1
9aa513bf-fa72-4eb7-b369-21421d20480b	6	congress	1	1	1
9aa513bf-fa72-4eb7-b369-21421d20480b	7	population	1	1	1
9aa513bf-fa72-4eb7-b369-21421d20480b	8	speaker of the house	1	1	1
9aa513bf-fa72-4eb7-b369-21421d20480b	9	executive	-1	-1	-1
9aa513bf-fa72-4eb7-b369-21421d20480b	10	local taxes	-1	-1	-1
9aa513bf-fa72-4eb7-b369-21421d20480b	11	voting, running for office	-1	-1	-1
9aa513bf-fa72-4eb7-b369-21421d20480b	12	`8	-1	-1	-1
9aa513bf-fa72-4eb7-b369-21421d20480b	13	freedom of religion	1	1	1
9aa513bf-fa72-4eb7-b369-21421d20480b	14	taxes	-1	-1	-1
9aa513bf-fa72-4eb7-b369-21421d20480b	15	1787	-1	-1	-1
9aa513bf-fa72-4eb7-b369-21421d20480b	16	civil war	-1	-1	-1
9aa513bf-fa72-4eb7-b369-21421d20480b	17	fdr	-1	-1	-1
9aa513bf-fa72-4eb7-b369-21421d20480b	18	mississipi	-1	-1	-1
9aa513bf-fa72-4eb7-b369-21421d20480b	19	arizona	-1	-1	-1
9aa513bf-fa72-4eb7-b369-21421d20480b	20	13 colonies	1	1	1
cb484a56-36fe-45e0-b048-47c04a1403ad	1	bill of rights	1	1	1
cb484a56-36fe-45e0-b048-47c04a1403ad	2	freedom of speech	1	1	1
cb484a56-36fe-45e0-b048-47c04a1403ad	3	declared the us separate from great britain	1	1	1
cb484a56-36fe-45e0-b048-47c04a1403ad	4	capitalism	1	1	1
cb484a56-36fe-45e0-b048-47c04a1403ad	5	legislative, judicial, executive	1	1	1
cb484a56-36fe-45e0-b048-47c04a1403ad	6	congress	1	1	1
cb484a56-36fe-45e0-b048-47c04a1403ad	7	population size	1	1	1
cb484a56-36fe-45e0-b048-47c04a1403ad	8	not sure	0	0	0
cb484a56-36fe-45e0-b048-47c04a1403ad	9	not sure	-1	-1	-1
cb484a56-36fe-45e0-b048-47c04a1403ad	10	not sure	-1	-1	-1
cb484a56-36fe-45e0-b048-47c04a1403ad	11	vote and pay taxes.	-1	-1	-1
cb484a56-36fe-45e0-b048-47c04a1403ad	12	not sure.	-1	-1	-1
cb484a56-36fe-45e0-b048-47c04a1403ad	13	to escape persecution.	1	1	1
cb484a56-36fe-45e0-b048-47c04a1403ad	14	because they didn't want to be re-colonized.	-1	-1	-1
cb484a56-36fe-45e0-b048-47c04a1403ad	15	1776	-1	-1	-1
cb484a56-36fe-45e0-b048-47c04a1403ad	16	civil war	-1	-1	-1
cb484a56-36fe-45e0-b048-47c04a1403ad	17	not sure	-1	-1	-1
cb484a56-36fe-45e0-b048-47c04a1403ad	18	mississippi	-1	-1	-1
cb484a56-36fe-45e0-b048-47c04a1403ad	19	california	-1	-1	-1
cb484a56-36fe-45e0-b048-47c04a1403ad	20	13 original colonies.	1	1	1
bc910d3e-954b-4ea5-905c-17485042806c	1	the bill of rights	1	1	1
bc910d3e-954b-4ea5-905c-17485042806c	2	to freedom of religion	1	1	1
bc910d3e-954b-4ea5-905c-17485042806c	3	declared that we were an independent nation -- no longer part of britain	1	1	1
bc910d3e-954b-4ea5-905c-17485042806c	4	free market	1	1	1
bc910d3e-954b-4ea5-905c-17485042806c	5	legislative (the others are executive and judicial)	1	1	0
bc910d3e-954b-4ea5-905c-17485042806c	6	congress	1	1	1
bc910d3e-954b-4ea5-905c-17485042806c	7	they have a larger population	1	1	1
bc910d3e-954b-4ea5-905c-17485042806c	8	the senate president pro tempore	0	0	0
bc910d3e-954b-4ea5-905c-17485042806c	9	to pass laws	-1	-1	-1
bc910d3e-954b-4ea5-905c-17485042806c	10	to pass laws	-1	-1	-1
bc910d3e-954b-4ea5-905c-17485042806c	11	vote. run for office.	-1	-1	-1
bc910d3e-954b-4ea5-905c-17485042806c	12	18	-1	-1	-1
bc910d3e-954b-4ea5-905c-17485042806c	13	they were being religiously persecuted.	1	1	1
bc910d3e-954b-4ea5-905c-17485042806c	14	they were being taxed without representation.	-1	-1	-1
bc910d3e-954b-4ea5-905c-17485042806c	15	1784	-1	-1	-1
bc910d3e-954b-4ea5-905c-17485042806c	16	the war of 1812	-1	-1	-1
bc910d3e-954b-4ea5-905c-17485042806c	17	woodrow wilson and harry truman	-1	-1	-1
bc910d3e-954b-4ea5-905c-17485042806c	18	mississippi	-1	-1	-1
bc910d3e-954b-4ea5-905c-17485042806c	19	texas	-1	-1	-1
bc910d3e-954b-4ea5-905c-17485042806c	20	for the 13 original colonies.	1	1	1
bb906bc1-793b-4227-b274-877e998d75f8	1	bill of rights	1	1	1
bb906bc1-793b-4227-b274-877e998d75f8	2	freedom of speech	1	1	1
bb906bc1-793b-4227-b274-877e998d75f8	3	freed us from british rule	1	1	0
bb906bc1-793b-4227-b274-877e998d75f8	4	capitalism	1	1	1
bb906bc1-793b-4227-b274-877e998d75f8	5	legeslative, executive, judisairy	1	1	1
bb906bc1-793b-4227-b274-877e998d75f8	6	congress	1	1	1
bb906bc1-793b-4227-b274-877e998d75f8	7	population	1	1	1
bb906bc1-793b-4227-b274-877e998d75f8	8	secretary of state	0	0	0
bb906bc1-793b-4227-b274-877e998d75f8	9	provide education	-1	-1	-1
bb906bc1-793b-4227-b274-877e998d75f8	10	issue a drivers licence.	-1	-1	-1
bb906bc1-793b-4227-b274-877e998d75f8	11	vote\nrun for public office	-1	-1	-1
bb906bc1-793b-4227-b274-877e998d75f8	12	18	-1	-1	-1
bb906bc1-793b-4227-b274-877e998d75f8	13	religious freedom	1	1	1
bb906bc1-793b-4227-b274-877e998d75f8	14	tea tax	-1	-1	-1
bb906bc1-793b-4227-b274-877e998d75f8	15	1778	-1	-1	-1
bb906bc1-793b-4227-b274-877e998d75f8	16	spanish american war	-1	-1	-1
bb906bc1-793b-4227-b274-877e998d75f8	17	hoover	-1	-1	-1
bb906bc1-793b-4227-b274-877e998d75f8	18	mississipi	-1	-1	-1
bb906bc1-793b-4227-b274-877e998d75f8	19	texas	-1	-1	-1
bb906bc1-793b-4227-b274-877e998d75f8	20	represent the 13 original states	0	1	1
f52564bf-85be-4468-9b84-fe712ff35bbf	1	bill of rights	1	1	1
f52564bf-85be-4468-9b84-fe712ff35bbf	2	freedom of speech	1	1	1
f52564bf-85be-4468-9b84-fe712ff35bbf	3	declare the united states' independence from england.	1	1	1
f52564bf-85be-4468-9b84-fe712ff35bbf	4	capitalism	1	1	1
f52564bf-85be-4468-9b84-fe712ff35bbf	5	legislative	1	1	1
f52564bf-85be-4468-9b84-fe712ff35bbf	6	the branches of government.	0	0	0
f52564bf-85be-4468-9b84-fe712ff35bbf	7	population	1	1	1
f52564bf-85be-4468-9b84-fe712ff35bbf	8	speaker of the house	1	1	1
f52564bf-85be-4468-9b84-fe712ff35bbf	9	declare war	-1	-1	-1
f52564bf-85be-4468-9b84-fe712ff35bbf	10	provide/upkeep infrastructure	-1	-1	-1
f52564bf-85be-4468-9b84-fe712ff35bbf	11	vote and run for election.	-1	-1	-1
f52564bf-85be-4468-9b84-fe712ff35bbf	12	18	-1	-1	-1
f52564bf-85be-4468-9b84-fe712ff35bbf	13	religious freedom	1	1	1
f52564bf-85be-4468-9b84-fe712ff35bbf	14	they were taxed heavily by the british.	-1	-1	-1
f52564bf-85be-4468-9b84-fe712ff35bbf	15	1782	-1	-1	-1
f52564bf-85be-4468-9b84-fe712ff35bbf	16	war of 1812	-1	-1	-1
f52564bf-85be-4468-9b84-fe712ff35bbf	17	roosevelt	-1	-1	-1
f52564bf-85be-4468-9b84-fe712ff35bbf	18	mississippi	-1	-1	-1
f52564bf-85be-4468-9b84-fe712ff35bbf	19	texas	-1	-1	-1
f52564bf-85be-4468-9b84-fe712ff35bbf	20	the original 13 colonies	1	1	1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	1	bill of rights	1	1	1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	2	freedom of speech	1	1	1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	3	declared independence of united states from britain	1	1	1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	4	capatalist	1	1	1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	5	executive	1	1	1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	6	the legislative branch, i.e. house of representatives and the senate	1	1	1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	7	because of the population size	1	1	1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	8	the speaker of the house of representatives	1	1	1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	9	the power to regulate interstate commerce	-1	-1	-1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	10	the power to tax	-1	-1	-1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	11	to vote, and to write letters to their representatives about issues	-1	-1	-1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	12	18	-1	-1	-1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	13	to create plantations	1	0	0
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	14	they were angry about the taxes	-1	-1	-1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	15	1787	-1	-1	-1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	16	civil war	-1	-1	-1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	17	franklin roosevelt	-1	-1	-1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	18	missouri river	-1	-1	-1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	19	california	-1	-1	-1
9b56ff74-cc1f-406e-8b7b-a5fc6b114942	20	that's how many states made up the union at the start of america's independence	0	1	0
84cd8c33-e48b-49e6-862d-9600cb3eb592	1	bill of rights	1	1	1
84cd8c33-e48b-49e6-862d-9600cb3eb592	2	freedom of religion	1	1	1
84cd8c33-e48b-49e6-862d-9600cb3eb592	3	established the 13 colonies as independent from great britain	1	1	0
84cd8c33-e48b-49e6-862d-9600cb3eb592	4	capitalism	1	1	1
84cd8c33-e48b-49e6-862d-9600cb3eb592	5	legislative	1	1	1
84cd8c33-e48b-49e6-862d-9600cb3eb592	6	legislative	1	1	1
84cd8c33-e48b-49e6-862d-9600cb3eb592	7	the house members are determined by the population that state	1	1	1
84cd8c33-e48b-49e6-862d-9600cb3eb592	8	speaker of the house	1	1	1
84cd8c33-e48b-49e6-862d-9600cb3eb592	9	declaration of war	-1	-1	-1
84cd8c33-e48b-49e6-862d-9600cb3eb592	10	public safety	-1	-1	-1
84cd8c33-e48b-49e6-862d-9600cb3eb592	11	vote\njoin political party	-1	-1	-1
84cd8c33-e48b-49e6-862d-9600cb3eb592	12	within 30 days of 18th b-day	-1	-1	-1
84cd8c33-e48b-49e6-862d-9600cb3eb592	13	persecution from religion	1	1	1
84cd8c33-e48b-49e6-862d-9600cb3eb592	14	taxation without representation	-1	-1	-1
84cd8c33-e48b-49e6-862d-9600cb3eb592	15	1787	-1	-1	-1
84cd8c33-e48b-49e6-862d-9600cb3eb592	16	civil war	-1	-1	-1
84cd8c33-e48b-49e6-862d-9600cb3eb592	17	franklin d. roosevelt	-1	-1	-1
84cd8c33-e48b-49e6-862d-9600cb3eb592	18	mississippi	-1	-1	-1
84cd8c33-e48b-49e6-862d-9600cb3eb592	19	texas	-1	-1	-1
84cd8c33-e48b-49e6-862d-9600cb3eb592	20	13 original colonies	1	1	1
19127511-3064-4be4-ac10-5e161b680148	1	bill of rights	1	1	1
19127511-3064-4be4-ac10-5e161b680148	2	freedom of speech	1	1	1
19127511-3064-4be4-ac10-5e161b680148	3	said that the original 13 colonies regarded themselves as separate states and no longer a part of britain.	1	1	1
19127511-3064-4be4-ac10-5e161b680148	4	mixed market	1	1	0
19127511-3064-4be4-ac10-5e161b680148	5	executive	1	1	1
19127511-3064-4be4-ac10-5e161b680148	6	supreme court	0	0	0
